llm,question_id,mode,trajectory_len,hit,agee,S,I,E,source
Llama-3.1-8B,140,memory,1,0,,,,,estimated
Llama-3.1-8B,141,traversal,6,0,0.6077044435606993,0.75,0.2738095238095238,1.0,estimated
Llama-3.1-8B,142,traversal,9,0,0.5687450241252585,0.6862745098039216,0.24371178867460142,1.0,estimated
Llama-3.1-8B,143,traversal,4,1,0.6410903231759543,0.625,0.4487215909090909,1.0,estimated
Llama-3.1-8B,144,traversal,3,1,0.3267402944976762,0.0005877742946708464,0.6473904196227246,1.0,estimated
Llama-3.1-8B,145,traversal,11,1,0.5742875645508949,0.8666666666666667,0.18863636363636366,0.8717948717948718,estimated
Llama-3.1-8B,146,memory,1,0,,,,,estimated
Llama-3.1-8B,147,traversal,11,1,0.5735508163401318,0.8006249928860091,0.2111859334081556,0.9107142857142857,estimated
Llama-3.1-8B,148,traversal,6,1,0.6624782270664713,0.8055235059205436,0.359241452991453,0.9615384615384616,estimated
Llama-3.1-8B,149,traversal,7,1,0.6802495890610454,0.8515624999999999,0.3827249649859944,0.9148936170212766,estimated
Llama-3.1-8B,150,traversal,7,1,0.7183991499856004,0.7588242652109635,0.5914738102466066,0.846153846153846,estimated
Llama-3.1-8B,151,traversal,6,1,0.6983228327706199,0.748984157490342,0.4873494906330289,0.9615384615384616,estimated
Llama-3.1-8B,152,memory,1,0,,,,,estimated
Llama-3.1-8B,153,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
Llama-3.1-8B,154,traversal,9,0,0.6553719407874214,0.9376096918876755,0.24214684349416002,1.0,estimated
Llama-3.1-8B,155,traversal,11,0,0.6375478141732079,0.8559749024137284,0.2685738410196614,0.976190476190476,estimated
Llama-3.1-8B,156,memory,1,0,,,,,estimated
Llama-3.1-8B,157,traversal,5,0,0.6855980986726259,0.7931034482758621,0.40153256704980844,1.0,estimated
Llama-3.1-8B,158,traversal,5,1,0.4283656024777373,0.22727272727272727,0.37316017316017314,1.0,estimated
Llama-3.1-8B,159,traversal,5,1,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
Llama-3.1-8B,160,traversal,10,1,0.6647522352771082,0.8770326994493336,0.36390151515151514,0.8433734939759037,estimated
Llama-3.1-8B,161,traversal,8,0,0.7741471844995669,0.9315018315018313,0.5015241106304456,0.9677419354838709,estimated
Llama-3.1-8B,162,traversal,7,1,0.5341905811597496,0.5833333333333334,0.2510822510822511,1.0,estimated
Llama-3.1-8B,163,memory,1,0,,,,,estimated
Llama-3.1-8B,164,traversal,6,1,0.6412776051956836,0.8571428571428571,0.26587301587301587,1.0,estimated
Llama-3.1-8B,165,memory,1,0,,,,,estimated
Llama-3.1-8B,166,memory,1,0,,,,,estimated
Llama-3.1-8B,167,traversal,8,1,0.534220894589881,0.5845098990545963,0.26586736284205975,0.9574468085106383,estimated
Llama-3.1-8B,168,traversal,7,1,0.700616002531464,0.8114722456787304,0.44392019338180094,0.9487179487179487,estimated
Llama-3.1-8B,169,traversal,7,1,0.6460542641950531,0.8648648648648648,0.2961092961092961,0.9318181818181818,estimated
Llama-3.1-8B,170,traversal,7,1,0.634246699173062,0.803030303030303,0.3192443919716647,0.923076923076923,estimated
Llama-3.1-8B,171,memory,1,0,,,,,estimated
Llama-3.1-8B,172,memory,1,1,,,,,estimated
Llama-3.1-8B,173,traversal,9,1,0.6189038713730727,0.7388430556985884,0.3577093667709039,0.8727272727272728,estimated
Llama-3.1-8B,174,memory,1,0,,,,,estimated
Llama-3.1-8B,175,traversal,5,1,0.543572049585233,0.5841479170272448,0.35300000000000004,0.8,estimated
Llama-3.1-8B,176,memory,1,1,,,,,estimated
Llama-3.1-8B,177,memory,1,0,,,,,estimated
Llama-3.1-8B,178,traversal,9,0,0.5862725726441751,0.78125,0.21458333333333335,1.0,estimated
Llama-3.1-8B,179,traversal,5,1,0.6174136752845653,0.7142857142857143,0.3190476190476191,1.0,estimated
Llama-3.1-8B,180,traversal,10,1,0.6571868513165687,0.863323911738995,0.3636679626890556,0.8313253012048194,estimated
Llama-3.1-8B,181,traversal,9,0,0.604116990655006,0.8461538461538461,0.20716320716320713,1.0,estimated
Llama-3.1-8B,182,memory,1,0,,,,,estimated
Llama-3.1-8B,183,traversal,3,0,0.4670667683681142,0.15789473684210525,0.615009746588694,1.0,estimated
Llama-3.1-8B,184,traversal,5,1,0.5269807843486494,0.45454545454545453,0.3472727272727273,1.0,estimated
Llama-3.1-8B,185,memory,1,0,,,,,estimated
Llama-3.1-8B,186,traversal,7,1,0.5994777295209069,0.7777777777777778,0.2400793650793651,1.0,estimated
Llama-3.1-8B,187,memory,1,0,,,,,estimated
Llama-3.1-8B,188,traversal,7,0,0.7005671396977752,0.8790906642566075,0.3869104579630896,0.9545454545454546,estimated
Llama-3.1-8B,189,traversal,9,0,0.5461308024271028,0.6451612903225806,0.2296296296296296,1.0,estimated
Llama-3.1-8B,190,traversal,6,1,0.688644959251104,0.6071381978877247,0.7031579332912599,0.8076923076923077,estimated
Llama-3.1-8B,191,traversal,6,1,0.5803877581303384,0.6666666666666666,0.2800925925925926,1.0,estimated
Llama-3.1-8B,192,memory,1,0,,,,,estimated
Llama-3.1-8B,193,traversal,8,1,0.6578089876530148,0.8347826086956522,0.33518198287220025,0.9444444444444444,estimated
Llama-3.1-8B,194,memory,1,0,,,,,estimated
Llama-3.1-8B,195,traversal,9,1,0.6342285804660142,0.857433676931528,0.3080798947969095,0.8591549295774648,estimated
Llama-3.1-8B,196,traversal,8,1,0.56878690983226,0.7272727272727273,0.21704545454545454,1.0,estimated
Llama-3.1-8B,197,traversal,7,0,0.7900384383165436,0.9347560975609757,0.5299165982182347,0.9787234042553192,estimated
Llama-3.1-8B,198,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
Llama-3.1-8B,199,traversal,8,1,0.5923446631836045,0.8,0.2138888888888889,1.0,estimated
Mistral-7B-v0.3,0,memory,1,0,,,,,estimated
Mistral-7B-v0.3,1,traversal,6,1,0.6412776051956836,0.8571428571428571,0.26587301587301587,1.0,estimated
Mistral-7B-v0.3,2,memory,1,0,,,,,estimated
Mistral-7B-v0.3,3,memory,1,0,,,,,estimated
Mistral-7B-v0.3,4,traversal,5,1,0.6370030527873014,0.8125,0.34249999999999997,0.8666666666666667,estimated
Mistral-7B-v0.3,5,traversal,4,0,0.5732718719225945,0.5,0.4107142857142857,1.0,estimated
Mistral-7B-v0.3,6,traversal,5,1,0.5547617369107374,0.38141935697025947,0.5734787417258015,0.8666666666666667,estimated
Mistral-7B-v0.3,7,memory,1,0,,,,,estimated
Mistral-7B-v0.3,8,memory,1,0,,,,,estimated
Mistral-7B-v0.3,9,traversal,6,0,0.5803877581303384,0.6666666666666666,0.2800925925925926,1.0,estimated
Mistral-7B-v0.3,10,memory,1,0,,,,,estimated
Mistral-7B-v0.3,11,traversal,4,1,0.30780675283659115,0.039215686274509796,0.4154411764705882,1.0,estimated
Mistral-7B-v0.3,12,traversal,7,0,0.5925855646638534,0.6971379012582342,0.29173146118611104,0.9743589743589745,estimated
Mistral-7B-v0.3,13,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Mistral-7B-v0.3,14,memory,1,0,,,,,estimated
Mistral-7B-v0.3,15,memory,1,0,,,,,estimated
Mistral-7B-v0.3,16,memory,1,0,,,,,estimated
Mistral-7B-v0.3,17,memory,1,0,,,,,estimated
Mistral-7B-v0.3,18,memory,1,0,,,,,estimated
Mistral-7B-v0.3,19,memory,1,0,,,,,estimated
Mistral-7B-v0.3,20,memory,1,0,,,,,estimated
Mistral-7B-v0.3,21,traversal,5,1,0.6712465901221096,0.7804878048780488,0.403209242618742,0.9500000000000001,estimated
Mistral-7B-v0.3,22,memory,1,0,,,,,estimated
Mistral-7B-v0.3,23,memory,1,0,,,,,estimated
Mistral-7B-v0.3,24,memory,1,0,,,,,estimated
Mistral-7B-v0.3,25,memory,1,0,,,,,estimated
Mistral-7B-v0.3,26,traversal,3,1,0.7374473901448638,0.7152998083043961,0.5970695970695971,1.0,estimated
Mistral-7B-v0.3,27,traversal,8,1,0.5672235442385122,0.6538461538461539,0.2636072261072261,1.0,estimated
Mistral-7B-v0.3,28,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
Mistral-7B-v0.3,29,memory,1,0,,,,,estimated
Mistral-7B-v0.3,30,traversal,5,1,0.6790571605461061,0.7878787878787878,0.39151515151515154,1.0,estimated
Mistral-7B-v0.3,31,memory,1,1,,,,,estimated
Mistral-7B-v0.3,32,memory,1,0,,,,,estimated
Mistral-7B-v0.3,33,memory,1,0,,,,,estimated
Mistral-7B-v0.3,34,memory,1,0,,,,,estimated
Mistral-7B-v0.3,35,traversal,5,0,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
Mistral-7B-v0.3,36,traversal,6,0,0.6693466372092419,0.8265143459728241,0.35504590137297914,0.967741935483871,estimated
Mistral-7B-v0.3,37,traversal,5,1,0.6544318058580619,0.8333333333333334,0.3066666666666667,1.0,estimated
Mistral-7B-v0.3,38,traversal,9,1,0.6116559138141632,0.9,0.19012345679012346,1.0,estimated
Mistral-7B-v0.3,39,memory,1,0,,,,,estimated
Mistral-7B-v0.3,40,memory,1,0,,,,,estimated
Mistral-7B-v0.3,41,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Mistral-7B-v0.3,42,memory,1,0,,,,,estimated
Mistral-7B-v0.3,44,memory,1,0,,,,,estimated
Mistral-7B-v0.3,45,memory,1,0,,,,,estimated
Mistral-7B-v0.3,46,memory,1,0,,,,,estimated
Mistral-7B-v0.3,47,traversal,6,1,0.6212308771077095,0.6929702134435545,0.41413315898441755,0.8461538461538463,estimated
Mistral-7B-v0.3,48,memory,1,0,,,,,estimated
Mistral-7B-v0.3,49,traversal,5,1,0.477781911531584,0.3333333333333333,0.36095238095238097,1.0,estimated
Mistral-7B-v0.3,50,memory,1,0,,,,,estimated
Mistral-7B-v0.3,51,memory,1,0,,,,,estimated
Mistral-7B-v0.3,52,traversal,3,0,0.7476171812331114,0.7166666666666666,0.7083333333333334,0.8571428571428572,estimated
Mistral-7B-v0.3,53,memory,1,0,,,,,estimated
Mistral-7B-v0.3,54,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Mistral-7B-v0.3,55,traversal,5,1,0.49934530304776015,0.38461538461538464,0.3551282051282051,1.0,estimated
Mistral-7B-v0.3,56,traversal,9,1,0.6123396501515842,0.9090909090909092,0.1966329966329966,0.967741935483871,estimated
Mistral-7B-v0.3,57,memory,1,0,,,,,estimated
Mistral-7B-v0.3,58,memory,1,0,,,,,estimated
Mistral-7B-v0.3,59,memory,1,0,,,,,estimated
Mistral-7B-v0.3,60,traversal,7,1,0.6676243246041037,1.0,0.22789115646258504,1.0,estimated
Mistral-7B-v0.3,61,traversal,7,1,0.6299977695322581,0.875,0.2346938775510204,1.0,estimated
Mistral-7B-v0.3,62,traversal,3,1,0.5379035228737238,0.3,0.5703703703703704,1.0,estimated
Mistral-7B-v0.3,63,traversal,3,0,0.7670503815269443,0.726109213124592,0.6629028265128194,1.0,estimated
Mistral-7B-v0.3,64,memory,1,0,,,,,estimated
Mistral-7B-v0.3,65,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
Mistral-7B-v0.3,66,traversal,5,0,0.7774006036834845,0.8640776699029126,0.5513280049687818,1.0,estimated
Mistral-7B-v0.3,67,memory,1,0,,,,,estimated
Mistral-7B-v0.3,68,traversal,7,1,0.6020803898962432,0.7444444444444444,0.3303751803751803,0.84375,estimated
Mistral-7B-v0.3,69,traversal,4,1,0.6699402553641818,0.8,0.3625,1.0,estimated
Mistral-7B-v0.3,70,traversal,4,1,0.521007641695879,0.36363636363636365,0.4340909090909091,1.0,estimated
Mistral-7B-v0.3,71,traversal,3,1,0.5684458481096544,0.375,0.5476190476190476,1.0,estimated
Mistral-7B-v0.3,72,traversal,6,1,0.6199106096658237,0.6116920378298054,0.48813975376475366,0.8461538461538463,estimated
Mistral-7B-v0.3,73,memory,1,0,,,,,estimated
Mistral-7B-v0.3,74,traversal,3,1,0.506121182921061,0.23076923076923078,0.5918803418803419,1.0,estimated
Mistral-7B-v0.3,75,traversal,3,1,0.4579780897072786,0.14285714285714285,0.6198412698412699,1.0,estimated
Mistral-7B-v0.3,76,traversal,3,0,0.6450760945333125,0.6,0.48333333333333334,1.0,estimated
Mistral-7B-v0.3,77,traversal,5,0,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
Mistral-7B-v0.3,78,memory,1,0,,,,,estimated
Mistral-7B-v0.3,79,memory,1,0,,,,,estimated
Mistral-7B-v0.3,80,traversal,5,1,0.5731493041728547,0.48074659653055035,0.4979735555586438,0.8666666666666667,estimated
Mistral-7B-v0.3,81,traversal,4,1,0.521007641695879,0.36363636363636365,0.4340909090909091,1.0,estimated
Mistral-7B-v0.3,82,memory,1,0,,,,,estimated
Mistral-7B-v0.3,83,traversal,4,0,0.6435802847386035,0.5834866316459723,0.4967807800116674,1.0,estimated
Mistral-7B-v0.3,84,memory,1,0,,,,,estimated
Mistral-7B-v0.3,86,traversal,5,1,0.5771923951877933,0.5397930783175673,0.4790322580645162,0.8,estimated
Mistral-7B-v0.3,87,memory,1,0,,,,,estimated
Mistral-7B-v0.3,88,memory,1,1,,,,,estimated
Mistral-7B-v0.3,89,memory,1,0,,,,,estimated
Mistral-7B-v0.3,90,memory,1,0,,,,,estimated
Mistral-7B-v0.3,91,memory,1,0,,,,,estimated
Mistral-7B-v0.3,92,memory,1,0,,,,,estimated
Mistral-7B-v0.3,93,memory,1,0,,,,,estimated
Mistral-7B-v0.3,94,traversal,8,1,0.5923446631836045,0.8,0.2138888888888889,1.0,estimated
Mistral-7B-v0.3,95,memory,1,1,,,,,estimated
Mistral-7B-v0.3,96,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
Mistral-7B-v0.3,97,memory,1,0,,,,,estimated
Mistral-7B-v0.3,98,traversal,4,1,0.49712814022942126,0.3076923076923077,0.4439102564102564,1.0,estimated
Mistral-7B-v0.3,99,traversal,6,1,0.3699642141792986,0.1875,0.2795138888888889,1.0,estimated
Mistral-7B-v0.3,100,traversal,6,1,0.6609409853060816,0.7860024409615946,0.37109152421652425,0.9615384615384615,estimated
Mistral-7B-v0.3,101,traversal,4,1,0.6293206822637133,0.6666666666666666,0.38333333333333336,1.0,estimated
Mistral-7B-v0.3,102,memory,1,0,,,,,estimated
Mistral-7B-v0.3,103,memory,1,0,,,,,estimated
Mistral-7B-v0.3,104,memory,1,0,,,,,estimated
Mistral-7B-v0.3,105,memory,1,0,,,,,estimated
Mistral-7B-v0.3,106,memory,1,0,,,,,estimated
Mistral-7B-v0.3,108,traversal,9,1,0.6419891972749879,1.0,0.1867283950617284,1.0,estimated
Mistral-7B-v0.3,109,memory,1,0,,,,,estimated
Mistral-7B-v0.3,110,memory,1,0,,,,,estimated
Mistral-7B-v0.3,111,traversal,7,1,0.5341905811597496,0.5833333333333334,0.2510822510822511,1.0,estimated
Mistral-7B-v0.3,112,memory,1,0,,,,,estimated
Mistral-7B-v0.3,114,memory,1,1,,,,,estimated
Mistral-7B-v0.3,115,memory,1,0,,,,,estimated
Mistral-7B-v0.3,116,memory,1,0,,,,,estimated
Mistral-7B-v0.3,117,traversal,6,0,0.5941137938806349,0.7389723955628997,0.2555555555555556,1.0,estimated
Mistral-7B-v0.3,118,traversal,6,1,0.6053978578417849,0.7091186624818868,0.3422587948450017,0.8947368421052633,estimated
Mistral-7B-v0.3,119,traversal,7,1,0.6676243246041037,1.0,0.22789115646258504,1.0,estimated
Mistral-7B-v0.3,120,memory,1,0,,,,,estimated
Mistral-7B-v0.3,121,memory,1,0,,,,,estimated
Mistral-7B-v0.3,122,traversal,7,1,0.6752664691812904,0.8849654309039281,0.3603030303030303,0.8863636363636364,estimated
Mistral-7B-v0.3,123,memory,1,0,,,,,estimated
Mistral-7B-v0.3,124,traversal,7,1,0.7001867980282854,0.8439987981965249,0.4284704605404314,0.923076923076923,estimated
Mistral-7B-v0.3,125,memory,1,0,,,,,estimated
Mistral-7B-v0.3,126,memory,1,0,,,,,estimated
Mistral-7B-v0.3,127,traversal,5,1,0.26840417925025445,6.915629322268325e-05,0.4246473029045643,1.0,estimated
Mistral-7B-v0.3,128,memory,1,0,,,,,estimated
Mistral-7B-v0.3,129,memory,1,1,,,,,estimated
Mistral-7B-v0.3,130,traversal,3,1,0.5153730856282375,0.25,0.5858585858585859,1.0,estimated
Mistral-7B-v0.3,131,memory,1,0,,,,,estimated
Mistral-7B-v0.3,132,memory,1,0,,,,,estimated
Mistral-7B-v0.3,133,memory,1,0,,,,,estimated
Mistral-7B-v0.3,134,memory,1,0,,,,,estimated
Mistral-7B-v0.3,135,memory,1,1,,,,,estimated
Mistral-7B-v0.3,136,traversal,8,0,0.5800644518016431,0.7,0.2556186868686869,1.0,estimated
Mistral-7B-v0.3,137,traversal,3,0,0.49049382755622134,0.2,0.6015873015873016,1.0,estimated
Mistral-7B-v0.3,138,memory,1,0,,,,,estimated
Mistral-7B-v0.3,139,memory,1,0,,,,,estimated
Mistral-7B-v0.3,140,traversal,4,1,0.49712814022942126,0.3076923076923077,0.4439102564102564,1.0,estimated
Mistral-7B-v0.3,141,memory,1,0,,,,,estimated
Mistral-7B-v0.3,142,traversal,6,1,0.6583370227691475,0.6797385620915032,0.456394818463784,0.9615384615384615,estimated
Mistral-7B-v0.3,143,memory,1,0,,,,,estimated
Mistral-7B-v0.3,144,memory,1,1,,,,,estimated
Mistral-7B-v0.3,145,memory,1,0,,,,,estimated
Mistral-7B-v0.3,146,memory,1,1,,,,,estimated
Mistral-7B-v0.3,147,memory,1,0,,,,,estimated
Mistral-7B-v0.3,148,traversal,7,1,0.6466996038977422,0.8173076923076923,0.3342948717948718,0.923076923076923,estimated
Mistral-7B-v0.3,149,memory,1,0,,,,,estimated
Mistral-7B-v0.3,150,memory,1,0,,,,,estimated
Mistral-7B-v0.3,151,memory,1,0,,,,,estimated
Mistral-7B-v0.3,152,memory,1,0,,,,,estimated
Mistral-7B-v0.3,153,memory,1,0,,,,,estimated
Mistral-7B-v0.3,154,memory,1,0,,,,,estimated
Mistral-7B-v0.3,155,memory,1,0,,,,,estimated
Mistral-7B-v0.3,156,traversal,5,0,0.7774999375638372,0.9225878507696265,0.5002685284640171,1.0,estimated
Mistral-7B-v0.3,157,memory,1,0,,,,,estimated
Mistral-7B-v0.3,158,memory,1,0,,,,,estimated
Mistral-7B-v0.3,159,memory,1,0,,,,,estimated
Mistral-7B-v0.3,160,memory,1,0,,,,,estimated
Mistral-7B-v0.3,161,memory,1,0,,,,,estimated
Mistral-7B-v0.3,162,memory,1,0,,,,,estimated
Mistral-7B-v0.3,163,memory,1,0,,,,,estimated
Mistral-7B-v0.3,164,traversal,5,0,0.6174136752845653,0.7142857142857143,0.3190476190476191,1.0,estimated
Mistral-7B-v0.3,165,traversal,4,0,0.5732718719225945,0.5,0.4107142857142857,1.0,estimated
Mistral-7B-v0.3,166,memory,1,1,,,,,estimated
Mistral-7B-v0.3,167,traversal,5,1,0.7244227892744541,0.9226464689641446,0.42446742824578604,0.9130434782608696,estimated
Mistral-7B-v0.3,168,memory,1,0,,,,,estimated
Mistral-7B-v0.3,169,memory,1,0,,,,,estimated
Mistral-7B-v0.3,170,traversal,3,0,0.757878586101821,0.7727272727272727,0.5904499540863177,1.0,estimated
Mistral-7B-v0.3,171,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Mistral-7B-v0.3,172,memory,1,1,,,,,estimated
Mistral-7B-v0.3,173,memory,1,0,,,,,estimated
Mistral-7B-v0.3,174,memory,1,0,,,,,estimated
Mistral-7B-v0.3,175,traversal,4,0,0.6602056940938721,0.6,0.52125,1.0,estimated
Mistral-7B-v0.3,176,memory,1,0,,,,,estimated
Mistral-7B-v0.3,177,memory,1,0,,,,,estimated
Mistral-7B-v0.3,178,memory,1,0,,,,,estimated
Mistral-7B-v0.3,179,memory,1,0,,,,,estimated
Mistral-7B-v0.3,180,memory,1,0,,,,,estimated
Mistral-7B-v0.3,181,traversal,3,0,0.6791184463982546,0.6153846153846154,0.553113553113553,1.0,estimated
Mistral-7B-v0.3,182,traversal,6,0,0.6327705024835876,0.8333333333333333,0.2654320987654321,1.0,estimated
Mistral-7B-v0.3,183,traversal,3,0,0.4670667683681142,0.15789473684210525,0.615009746588694,1.0,estimated
Mistral-7B-v0.3,184,memory,1,0,,,,,estimated
Mistral-7B-v0.3,185,traversal,5,0,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
Mistral-7B-v0.3,186,traversal,4,1,0.5528369981517068,0.4444444444444444,0.4201388888888889,1.0,estimated
Mistral-7B-v0.3,187,traversal,4,1,0.31902988532249665,6.93469253306981e-05,0.6165718202990008,1.0,estimated
Mistral-7B-v0.3,188,memory,1,0,,,,,estimated
Mistral-7B-v0.3,189,memory,1,1,,,,,estimated
Mistral-7B-v0.3,190,memory,1,0,,,,,estimated
Mistral-7B-v0.3,191,memory,1,0,,,,,estimated
Mistral-7B-v0.3,192,traversal,6,1,0.7042274796092798,0.7462387137835749,0.5040879061456717,0.9615384615384616,estimated
Mistral-7B-v0.3,193,traversal,4,1,0.690806889197811,0.7455045784662105,0.4538043478260869,1.0,estimated
Mistral-7B-v0.3,194,memory,1,0,,,,,estimated
Mistral-7B-v0.3,195,memory,1,0,,,,,estimated
Mistral-7B-v0.3,196,memory,1,0,,,,,estimated
Mistral-7B-v0.3,197,memory,1,0,,,,,estimated
Mistral-7B-v0.3,198,traversal,5,1,0.6544318058580619,0.8333333333333334,0.3066666666666667,1.0,estimated
Mistral-7B-v0.3,199,memory,1,0,,,,,estimated
Qwen-2.5-14B,0,memory,1,0,,,,,estimated
Qwen-2.5-14B,1,memory,1,1,,,,,estimated
Qwen-2.5-14B,2,memory,1,0,,,,,estimated
Qwen-2.5-14B,3,traversal,5,1,0.4879473373527564,0.35714285714285715,0.35824175824175825,1.0,estimated
Qwen-2.5-14B,4,traversal,8,1,0.6440009904119509,1.0,0.2140625,0.9259259259259259,estimated
Qwen-2.5-14B,5,traversal,6,1,0.6077044435606993,0.75,0.2738095238095238,1.0,estimated
Qwen-2.5-14B,6,traversal,5,1,0.6813271030027461,0.7088346844589991,0.5734787417258015,0.8,estimated
Qwen-2.5-14B,7,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Qwen-2.5-14B,8,memory,1,0,,,,,estimated
Qwen-2.5-14B,9,memory,1,0,,,,,estimated
Qwen-2.5-14B,10,traversal,5,1,0.6904878203526837,0.8250925091821263,0.4094087441253854,0.95,estimated
Qwen-2.5-14B,11,traversal,3,0,0.7746762122837977,0.696078431372549,0.7173202614379085,1.0,estimated
Qwen-2.5-14B,12,memory,1,0,,,,,estimated
Qwen-2.5-14B,13,memory,1,0,,,,,estimated
Qwen-2.5-14B,14,traversal,8,1,0.6036627250690993,0.6495586102724507,0.38830783624638665,0.8947368421052632,estimated
Qwen-2.5-14B,15,traversal,6,1,0.7950877116905798,0.9334142722244705,0.5317469787212828,1.0,estimated
Qwen-2.5-14B,16,memory,1,0,,,,,estimated
Qwen-2.5-14B,17,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Qwen-2.5-14B,18,traversal,6,1,0.5383205236145169,0.5454545454545454,0.28939393939393937,1.0,estimated
Qwen-2.5-14B,19,memory,1,0,,,,,estimated
Qwen-2.5-14B,20,memory,1,0,,,,,estimated
Qwen-2.5-14B,21,traversal,7,1,0.6204985165538258,0.7824405251577393,0.28800660187053,0.96875,estimated
Qwen-2.5-14B,22,memory,1,0,,,,,estimated
Qwen-2.5-14B,23,memory,1,0,,,,,estimated
Qwen-2.5-14B,24,memory,1,0,,,,,estimated
Qwen-2.5-14B,25,traversal,6,1,0.6329599598477645,0.6926406926406926,0.38632435775292917,0.9615384615384615,estimated
Qwen-2.5-14B,26,memory,1,0,,,,,estimated
Qwen-2.5-14B,27,traversal,6,1,0.5948803120770806,0.6153846153846154,0.35147630147630143,1.0,estimated
Qwen-2.5-14B,28,traversal,7,1,0.6299977695322581,0.875,0.2346938775510204,1.0,estimated
Qwen-2.5-14B,29,traversal,6,1,0.41699363720871796,0.25,0.31280193236714976,1.0,estimated
Qwen-2.5-14B,30,memory,1,0,,,,,estimated
Qwen-2.5-14B,31,traversal,3,1,0.41475158366839476,0.125,0.5208333333333334,1.0,estimated
Qwen-2.5-14B,32,traversal,5,1,0.7068340852491145,0.8755803156917363,0.42272729782924195,0.9130434782608696,estimated
Qwen-2.5-14B,33,memory,1,0,,,,,estimated
Qwen-2.5-14B,34,memory,1,0,,,,,estimated
Qwen-2.5-14B,35,traversal,5,1,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
Qwen-2.5-14B,36,memory,1,0,,,,,estimated
Qwen-2.5-14B,37,memory,1,0,,,,,estimated
Qwen-2.5-14B,38,traversal,10,1,0.6316744947419725,1.0,0.17111111111111113,1.0,estimated
Qwen-2.5-14B,39,memory,1,0,,,,,estimated
Qwen-2.5-14B,40,traversal,3,0,0.8016702127119942,0.8805970149253731,0.5951014159969384,1.0,estimated
Qwen-2.5-14B,41,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Qwen-2.5-14B,42,memory,1,0,,,,,estimated
Qwen-2.5-14B,44,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Qwen-2.5-14B,45,memory,1,1,,,,,estimated
Qwen-2.5-14B,46,memory,1,0,,,,,estimated
Qwen-2.5-14B,47,memory,1,0,,,,,estimated
Qwen-2.5-14B,48,memory,1,0,,,,,estimated
Qwen-2.5-14B,49,memory,1,0,,,,,estimated
Qwen-2.5-14B,50,memory,1,0,,,,,estimated
Qwen-2.5-14B,51,memory,1,0,,,,,estimated
Qwen-2.5-14B,52,traversal,11,0,0.6036583345820162,0.85,0.2100649350649351,0.9821428571428572,estimated
Qwen-2.5-14B,53,memory,1,1,,,,,estimated
Qwen-2.5-14B,54,memory,1,0,,,,,estimated
Qwen-2.5-14B,55,traversal,7,1,0.5181079277877053,0.5384615384615384,0.25366300366300365,1.0,estimated
Qwen-2.5-14B,56,memory,1,0,,,,,estimated
Qwen-2.5-14B,57,memory,1,0,,,,,estimated
Qwen-2.5-14B,58,traversal,8,1,0.5821867354529479,0.6302333287495282,0.356533020173693,0.894736842105263,estimated
Qwen-2.5-14B,59,memory,1,0,,,,,estimated
Qwen-2.5-14B,60,traversal,4,1,0.5981496717529754,0.5714285714285714,0.39880952380952384,1.0,estimated
Qwen-2.5-14B,61,traversal,6,1,0.6077044435606993,0.75,0.2738095238095238,1.0,estimated
Qwen-2.5-14B,62,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
Qwen-2.5-14B,63,traversal,7,1,0.569998197576749,0.500219871213634,0.4632699094404345,0.875,estimated
Qwen-2.5-14B,64,memory,1,0,,,,,estimated
Qwen-2.5-14B,65,memory,1,1,,,,,estimated
Qwen-2.5-14B,66,traversal,8,1,0.6406309104805392,0.7894354954835191,0.3277414108724789,0.9574468085106382,estimated
Qwen-2.5-14B,67,traversal,11,1,0.5497736351947439,0.7115516386438676,0.21728146207081905,0.9285714285714286,estimated
Qwen-2.5-14B,68,memory,1,0,,,,,estimated
Qwen-2.5-14B,69,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
Qwen-2.5-14B,70,memory,1,0,,,,,estimated
Qwen-2.5-14B,71,memory,1,0,,,,,estimated
Qwen-2.5-14B,72,memory,1,0,,,,,estimated
Qwen-2.5-14B,73,traversal,5,1,0.6143419458561377,0.7091479170272448,0.3166666666666667,1.0,estimated
